"SUID","annotation","database","id","instance","interaction","Interactiontype","metaid","modifiers","name","PMIDs","polarity","products","r_id","reactants","reldate","release","selected","shared interaction","shared name","shared_interaction","shared_name","source","source_alias","target","target_alias","type"
"103825","pubmed:15229476|pubmed:17898809",,"58364","sa1406 -D csa204","interacts with","interaction","re674","","IGF (interacts with) IGF/IGF1R/SHC/GRB2/Sos",,"0.0","s8967","re674","s55|s10315|s2299",,,"false","interacts with","IGF (interacts with) IGF/IGF1R/SHC/GRB2/Sos","interacts with","IGF (interacts with) IGF/IGF1R/SHC/GRB2/Sos","56519",,"55993",,"HETERODIMER_ASSOCIATION"
"103826","pubmed:17898809|pubmed:15229476",,"58363","sa1406 -D csa200","interacts with","interaction","re672","","IGF (interacts with) IGF/IGF1R/IRS",,"0.0","s8913","re672","s2299|s10315|s2303",,,"false","interacts with","IGF (interacts with) IGF/IGF1R/IRS","interacts with","IGF (interacts with) IGF/IGF1R/IRS","56519",,"55741",,"HETERODIMER_ASSOCIATION"
"103827","pubmed:18983537|drugbank:DB00054",,"58362","sa1597 -D csa238","interacts with","interaction","re732","s7578","Vitronectin (interacts with) Vitronectin/Integrin aV/_beta_3",,"0.0","s2601","re732","s2593|s2590",,,"false","interacts with","Vitronectin (interacts with) Vitronectin/Integrin aV/_beta_3","interacts with","Vitronectin (interacts with) Vitronectin/Integrin aV/_beta_3","56517",,"55709",,"HETERODIMER_ASSOCIATION"
"103828","pubmed:15372092|pubmed:12775774|pubmed:25109840|pubmed:25109840|pubmed:25109840|pubmed:12775774|pubmed:12105428",,"58361","csa179 -D csa82","interacts with","interaction","re380","s1059|s5556"," AXIN/APC/GSK/_beta_-Catenin   (interacts with) WNT/Frizzled/LRP5/6|active",,"0.0","s1037","re380","s2101|s1028|s2102|s1417|s1428",,,"false","interacts with"," AXIN/APC/GSK/_beta_-Catenin   (interacts with) WNT/Frizzled/LRP5/6|active","interacts with"," AXIN/APC/GSK/_beta_-Catenin   (interacts with) WNT/Frizzled/LRP5/6|active","56516",,"56639",,"HETERODIMER_ASSOCIATION"
"103829","",,"58360","sa1740 -D sa1732","interacts with","interaction","re784","","    TRAF2     (interacts with)   TRAF2  ",,"0.0","s2615","re784","s2842",,,"false","interacts with","    TRAF2     (interacts with)   TRAF2  ","interacts with","    TRAF2     (interacts with)   TRAF2  ","56515",,"55449",,"TRANSLATION"
"103830","pubmed:20444197|pubmed:19995375|pubmed:19401874",,"58359","sa2760 -o sa2762","interacts with","stimulation","re1306","s5774|s2892|s5843","SOX10 (interacts with)  TYRP2 ",,"1.0","s5776","re1306","s5775",,,"false","interacts with","SOX10 (interacts with)  TYRP2 ","interacts with","SOX10 (interacts with)  TYRP2 ","56514",,"55531",,"CATALYSIS"
"103831","pubmed:25111671|pubmed:20444197|pubmed:10480898",,"58358","sa2760 -o sa1786","interacts with","stimulation","re813","s2892|s5774|s5843","SOX10 (interacts with)  TYRP1 ",,"1.0","s2950","re813","s2926",,,"false","interacts with","SOX10 (interacts with)  TYRP1 ","interacts with","SOX10 (interacts with)  TYRP1 ","56514",,"56664",,"CATALYSIS"
"103832","pubmed:25111671|pubmed:20444197",,"58357","sa2760 -o sa1784","interacts with","stimulation","re814","s2892|s5774","SOX10 (interacts with)  TYR ",,"1.0","s2948","re814","s2925",,,"false","interacts with","SOX10 (interacts with)  TYR ","interacts with","SOX10 (interacts with)  TYR ","56514",,"56118",,"CATALYSIS"
"103833","pubmed:25109840|pubmed:15372092|pubmed:25017568|pubmed:20444197|pubmed:19002157",,"58356","sa2760 -o sa713","interacts with","stimulation","re395","s1159|s1158|s1231|s1242|s2384|s5774|s5843","SOX10 (interacts with) MITF",,"1.0","s1113","re395","s10358",,,"false","interacts with","SOX10 (interacts with) MITF","interacts with","SOX10 (interacts with) MITF","56514",,"56562",,"CATALYSIS"
"103834","",,"58355","sa3077 -D sa3078","interacts with","interaction","re1459","","    FGFR     (interacts with)      FGFR     ",,"0.0","s7743","re1459","s7742",,,"false","interacts with","    FGFR     (interacts with)      FGFR     ","interacts with","    FGFR     (interacts with)      FGFR     ","56513",,"55711",,"TRANSLATION"
"103835","pubmed:23486281|pubmed:16082221",,"58354","sa478 -D sa479","interacts with","interaction","re272","s690"," ATM  (interacts with) ATM|_pho|active",,"0.0","s694","re272","s629",,,"false","interacts with"," ATM  (interacts with) ATM|_pho|active","interacts with"," ATM  (interacts with) ATM|_pho|active","56512",,"56495",,"STATE_TRANSITION"
"103836","drugbank:DB00002|pubmed:21468131|drugbank:DB01269",,"58353","sa187 -D csa23","interacts with","interaction","re140","s7281|s7284","EGF|hm2 (interacts with) EGF/EGFR",,"0.0","s10215","re140","s254|s255",,,"false","interacts with","EGF|hm2 (interacts with) EGF/EGFR","interacts with","EGF|hm2 (interacts with) EGF/EGFR","56511",,"56465",,"HETERODIMER_ASSOCIATION"
"103837","pubmed:24122977|drugbank:DB00002|pubmed:21468131|drugbank:DB01269",,"58352","sa187 -D csa15","interacts with","interaction","re118","s7281|s7284","EGF|hm2 (interacts with)  EGF/EGFR ",,"0.0","s10215","re118","s254|s255",,,"false","interacts with","EGF|hm2 (interacts with)  EGF/EGFR ","interacts with","EGF|hm2 (interacts with)  EGF/EGFR ","56511",,"56194",,"HETERODIMER_ASSOCIATION"
"103838","",,"58351","sa315 -D sa316","interacts with","interaction","re186","","mRNA_FASL (interacts with)  mRNA_FASL ",,"0.0","s480","re186","s479",,,"false","interacts with","mRNA_FASL (interacts with)  mRNA_FASL ","interacts with","mRNA_FASL (interacts with)  mRNA_FASL ","56510",,"56549",,"TRANSPORT"
"103839","drugbank:DB00002|pubmed:21468131|drugbank:DB01269",,"58350","sa186 -D csa23","interacts with","interaction","re140","s7281|s7284","   EGFR    (interacts with) EGF/EGFR",,"0.0","s10215","re140","s254|s255",,,"false","interacts with","   EGFR    (interacts with) EGF/EGFR","interacts with","   EGFR    (interacts with) EGF/EGFR","56509",,"56465",,"HETERODIMER_ASSOCIATION"
"103840","pubmed:24122977|drugbank:DB00002|pubmed:21468131|drugbank:DB01269",,"58349","sa186 -D csa15","interacts with","interaction","re118","s7281|s7284","   EGFR    (interacts with)  EGF/EGFR ",,"0.0","s10215","re118","s254|s255",,,"false","interacts with","   EGFR    (interacts with)  EGF/EGFR ","interacts with","   EGFR    (interacts with)  EGF/EGFR ","56509",,"56194",,"HETERODIMER_ASSOCIATION"
"103841","",,"58348","sa1839 -D sa1866","interacts with","interaction","re854","","P27KIP1 (interacts with)  P27KIP1 ",,"0.0","s3087","re854","s3060",,,"false","interacts with","P27KIP1 (interacts with)  P27KIP1 ","interacts with","P27KIP1 (interacts with)  P27KIP1 ","56508",,"56797",,"TRANSPORT"
"103842","pubmed:25109840|pubmed:15372092",,"58347","csa115 -o sa734","interacts with","stimulation","re402","s1166|s1167|s1235|s1236","_beta_-Catenin/LEF/_beta_-Catenin_gene complex (interacts with)     _beta_-Catenin    ",,"1.0","s1130","re402","s1094",,,"false","interacts with","_beta_-Catenin/LEF/_beta_-Catenin_gene complex (interacts with)     _beta_-Catenin    ","interacts with","_beta_-Catenin/LEF/_beta_-Catenin_gene complex (interacts with)     _beta_-Catenin    ","56507",,"55528",,"CATALYSIS"
"103843","pubmed:22270953|pubmed:22270953|pubmed:22270953|pubmed:22270953|pubmed:22270953",,"58346","sa1099 -o sa1097","interacts with","stimulation","re542","s1889,s1890|s1889|s1890|s1893|s1892|s1891","Hepsin (interacts with) HGF",,"1.0","s1888","re542","s1887",,,"false","interacts with","Hepsin (interacts with) HGF","interacts with","Hepsin (interacts with) HGF","56506",,"56575",,"CATALYSIS"
"103844","pubmed:12209154|pubmed:21195116|pubmed:21195116|pubmed:23403721|pubmed:19557009",,"58345","sa1212 -D sa1159","interacts with","interaction","re594","s2036|s375|s7844","  BAX   (interacts with) BAX|active",,"0.0","s753","re594","s753",,,"false","interacts with","  BAX   (interacts with) BAX|active","interacts with","  BAX   (interacts with) BAX|active","56505",,"56315",,"STATE_TRANSITION"
"103845","",,"58344","sa516 -D sa525","interacts with","interaction","re305","","mRNA_BAX (interacts with)  mRNA_BAX ",,"0.0","s738","re305","s729",,,"false","interacts with","mRNA_BAX (interacts with)  mRNA_BAX ","interacts with","mRNA_BAX (interacts with)  mRNA_BAX ","56504",,"56093",,"TRANSPORT"
"103846","pubmed:15372092|pubmed:25109840|pubmed:24505617|pubmed:19401874|pubmed:16945326",,"58343","sa3414 -D sa645","interacts with","interaction","re369","s10354|s10352|s1224|s1243|s1653|s1962|s5843","amp_MYC (interacts with) MYC",,"0.0","s1046","re369","s10357",,,"false","interacts with","amp_MYC (interacts with) MYC","interacts with","amp_MYC (interacts with) MYC","56503",,"55843",,"TRANSCRIPTION"
"103847","pubmed:23486281",,"58342","sa175 -D sa181","interacts with","interaction","re105","s482,s482|s482|s482"," mRNA_p53  (interacts with)  p53 ",,"0.0","s250","re105","s244",,,"false","interacts with"," mRNA_p53  (interacts with)  p53 ","interacts with"," mRNA_p53  (interacts with)  p53 ","56502",,"55657",,"TRANSLATION"
"103848","pubmed:17604717",,"58341","sa309 -o sa315","interacts with","stimulation","re185","s473","FOXO (interacts with) mRNA_FASL",,"1.0","s479","re185","s478",,,"false","interacts with","FOXO (interacts with) mRNA_FASL","interacts with","FOXO (interacts with) mRNA_FASL","56501",,"56510",,"CATALYSIS"
"103849","pubmed:17604717",,"58340","sa309 -D sa310","interacts with","interaction","re180","s375","FOXO (interacts with) FOXO|_pho",,"0.0","s474","re180","s473",,,"false","interacts with","FOXO (interacts with) FOXO|_pho","interacts with","FOXO (interacts with) FOXO|_pho","56501",,"55608",,"STATE_TRANSITION"
"103850","pubmed:22473468|pubmed:17604717|drugbank:DB00877|pubmed:12742462|drugbank:DB06287",,"58339","sa3177 -I csa34","interacts with","inhibition","re156","s375|s414|s426|s7921|s7922|s7926","Temsirolimus (interacts with) mTOR/RAPTOR/DEPTOR/PRAS40/mLST8|active",,"-1.0","s986","re156","s1394",,,"false","interacts with","Temsirolimus (interacts with) mTOR/RAPTOR/DEPTOR/PRAS40/mLST8|active","interacts with","Temsirolimus (interacts with) mTOR/RAPTOR/DEPTOR/PRAS40/mLST8|active","56500",,"56092",,"INHIBITION"
"103851","pubmed:12209154|pubmed:12209154",,"58338","sa1176 -o sa1248","interacts with","stimulation","re606","s2010","Bak|hm3 (interacts with) Bak membrane pore|active",,"1.0","s2063","re606","s2063",,,"false","interacts with","Bak|hm3 (interacts with) Bak membrane pore|active","interacts with","Bak|hm3 (interacts with) Bak membrane pore|active","56499",,"56232",,"CATALYSIS"
"103852","pubmed:12209154",,"58337","sa1176 -D sa1247","interacts with","interaction","re605","","Bak|hm3 (interacts with) Bak membrane pore",,"0.0","s2063","re605","s2010",,,"false","interacts with","Bak|hm3 (interacts with) Bak membrane pore","interacts with","Bak|hm3 (interacts with) Bak membrane pore","56499",,"56810",,"STATE_TRANSITION"
"103853","",,"58336","sa2780 -D sa2783","interacts with","interaction","re1322",""," STX  (interacts with)   STX  ",,"0.0","s6054","re1322","s6051",,,"false","interacts with"," STX  (interacts with)   STX  ","interacts with"," STX  (interacts with)   STX  ","56498",,"55837",,"TRANSLATION"
"103854","",,"58335","csa1 -D csa6","interacts with","interaction","re1257","","TGF_beta_R2/TGF_beta_R1|active (interacts with) Complex TGF_beta_R2/TGF_beta_R1/GRB2/SOS/SHC|active",,"0.0","s166","re1257","s17|s55|s10208",,,"false","interacts with","TGF_beta_R2/TGF_beta_R1|active (interacts with) Complex TGF_beta_R2/TGF_beta_R1/GRB2/SOS/SHC|active","interacts with","TGF_beta_R2/TGF_beta_R1|active (interacts with) Complex TGF_beta_R2/TGF_beta_R1/GRB2/SOS/SHC|active","56497",,"55678",,"HETERODIMER_ASSOCIATION"
"103855","pubmed:23486281",,"58334","sa488 -D sa490","interacts with","interaction","re278","","MDMX|_pho (interacts with) MDMX|_pho|_ubi|_ubi",,"0.0","s703","re278","s702",,,"false","interacts with","MDMX|_pho (interacts with) MDMX|_pho|_ubi|_ubi","interacts with","MDMX|_pho (interacts with) MDMX|_pho|_ubi|_ubi","56496",,"56445",,"STATE_TRANSITION"
"103856","pubmed:16082221|pubmed:23486281",,"58333","sa479 -o sa475","interacts with","stimulation","re270","s629|s694","ATM|_pho|active (interacts with) CHK2|_pho|active",,"1.0","s697","re270","s692",,,"false","interacts with","ATM|_pho|active (interacts with) CHK2|_pho|active","interacts with","ATM|_pho|active (interacts with) CHK2|_pho|active","56495",,"56759",,"CATALYSIS"
"103857","pubmed:23486281",,"58332","sa479 -o sa482","interacts with","stimulation","re274","s694","ATM|_pho|active (interacts with) HNRNPK|_pho|active",,"1.0","s698","re274","s696",,,"false","interacts with","ATM|_pho|active (interacts with) HNRNPK|_pho|active","interacts with","ATM|_pho|active (interacts with) HNRNPK|_pho|active","56495",,"56218",,"CATALYSIS"
"103858","pubmed:16082221|pubmed:16082221|pubmed:15688066",,"58331","sa479 -o sa480","interacts with","stimulation","re273","s694|s697|s699|s693|s757","ATM|_pho|active (interacts with) p53|_pho",,"1.0","s695","re273","s483",,,"false","interacts with","ATM|_pho|active (interacts with) p53|_pho","interacts with","ATM|_pho|active (interacts with) p53|_pho","56495",,"56478",,"CATALYSIS"
"103859","pubmed:23486281",,"58330","sa479 -o sa485","interacts with","stimulation","re275","s694","ATM|_pho|active (interacts with) STRAP|_pho",,"1.0","s701","re275","s700",,,"false","interacts with","ATM|_pho|active (interacts with) STRAP|_pho","interacts with","ATM|_pho|active (interacts with) STRAP|_pho","56495",,"56073",,"CATALYSIS"
"103860","pubmed:23486281",,"58329","sa479 -o sa488","interacts with","stimulation","re277","s694|s697","ATM|_pho|active (interacts with) MDMX|_pho",,"1.0","s702","re277","s10335",,,"false","interacts with","ATM|_pho|active (interacts with) MDMX|_pho","interacts with","ATM|_pho|active (interacts with) MDMX|_pho","56495",,"56496",,"CATALYSIS"
"103861","pubmed:23486281",,"58328","sa479 -o sa487","interacts with","stimulation","re276","s694","ATM|_pho|active (interacts with)   MDM2|_pho  ",,"1.0","s482","re276","s10336",,,"false","interacts with","ATM|_pho|active (interacts with)   MDM2|_pho  ","interacts with","ATM|_pho|active (interacts with)   MDM2|_pho  ","56495",,"56275",,"CATALYSIS"
"103862","",,"58327","sa2120 -D sa2131","interacts with","interaction","re976","","   SNAIL    (interacts with)     SNAIL    ",,"0.0","s3746","re976","s3736",,,"false","interacts with","   SNAIL    (interacts with)     SNAIL    ","interacts with","   SNAIL    (interacts with)     SNAIL    ","56494",,"55713",,"TRANSPORT"
"103863","pubmed:14964308|pubmed:11224709",,"58326","csa183 -D sa1314","interacts with","interaction","re633","s1337","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with) p120",,"0.0","s2152|s2153|s2151|s950","re633","s10231",,,"false","interacts with","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with) p120","interacts with","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with) p120","56493",,"55642",,"DISSOCIATION"
"103864","pubmed:14964308|pubmed:11224709",,"58325","csa183 -D sa1313","interacts with","interaction","re633","s1337","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with)          _beta_-Catenin         ",,"0.0","s2152|s2153|s2151|s950","re633","s10231",,,"false","interacts with","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with)          _beta_-Catenin         ","interacts with","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with)          _beta_-Catenin         ","56493",,"56714",,"DISSOCIATION"
"103865","pubmed:14964308|pubmed:11224709",,"58324","csa183 -D sa1315","interacts with","interaction","re633","s1337","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with) a-catenin",,"0.0","s2152|s2153|s2151|s950","re633","s10231",,,"false","interacts with","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with) a-catenin","interacts with","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with) a-catenin","56493",,"56375",,"DISSOCIATION"
"103866","pubmed:14964308|pubmed:11224709",,"58323","csa183 -D sa1316","interacts with","interaction","re633","s1337","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with) E-Cadherin ",,"0.0","s2152|s2153|s2151|s950","re633","s10231",,,"false","interacts with","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with) E-Cadherin ","interacts with","E-Cadherin/E-Cadherin/p120/_beta_-Catenin/a-Catenin/Actin (interacts with) E-Cadherin ","56493",,"56776",,"DISSOCIATION"
"103867","pubmed:25109840|pubmed:15372092",,"58322","sa687 -D sa734","interacts with","interaction","re402","s1166|s1167|s1235|s1236","   _beta_-Catenin    (interacts with)     _beta_-Catenin    ",,"0.0","s1130","re402","s1094",,,"false","interacts with","   _beta_-Catenin    (interacts with)     _beta_-Catenin    ","interacts with","   _beta_-Catenin    (interacts with)     _beta_-Catenin    ","56492",,"55528",,"TRANSCRIPTION"
"103868","pubmed:20414202|pubmed:12094235|pubmed:19665589|pubmed:12789288",,"58321","sa246 -o sa243","interacts with","stimulation","re144","s372|s2128|s10281","PTEN|active (interacts with) PtdIns(4,5)P2",,"1.0","s364","re144","s365",,,"false","interacts with","PTEN|active (interacts with) PtdIns(4,5)P2","interacts with","PTEN|active (interacts with) PtdIns(4,5)P2","56491",,"55507",,"CATALYSIS"
"103869","pubmed:19665589|pubmed:19665589|pubmed:19114656",,"58320","sa246 -D sa1295","interacts with","interaction","re627","s2097","PTEN|active (interacts with) PTEN|_pho",,"0.0","s2128","re627","s372",,,"false","interacts with","PTEN|active (interacts with) PTEN|_pho","interacts with","PTEN|active (interacts with) PTEN|_pho","56491",,"55942",,"STATE_TRANSITION"
"103870","",,"58319","sa246 -D sa1467","interacts with","interaction","re693","s2404","PTEN|active (interacts with) s2403",,"0.0","s2403","re693+re694","s372",,,"false","interacts with","PTEN|active (interacts with) s2403","interacts with","PTEN|active (interacts with) s2403","56491",,"56001",,"STATE_TRANSITION"
"103871","",,"58318","sa1831 -D sa1844","interacts with","interaction","re850","","NFkB1 (interacts with)  NFkB1 ",,"0.0","s3065","re850","s3053",,,"false","interacts with","NFkB1 (interacts with)  NFkB1 ","interacts with","NFkB1 (interacts with)  NFkB1 ","56490",,"55875",,"TRANSCRIPTION"
"103872","pubmed:24202393",,"58317","sa582 -D csa4","interacts with","interaction","re346","s811"," Sos  (interacts with) GRB2/SOS",,"0.0","s55","re346","s810|s792",,,"false","interacts with"," Sos  (interacts with) GRB2/SOS","interacts with"," Sos  (interacts with) GRB2/SOS","56489",,"55633",,"HETERODIMER_ASSOCIATION"
